case_id,scenario,matched_cycles,baseline_collision,constrained_collision,baseline_pass,constrained_pass,pass_difference,baseline_deviation_deg,constrained_deviation_deg,deviation_difference_deg,baseline_progress_m,constrained_progress_m,baseline_min_gap_m,constrained_min_gap_m
late_high_throttle_003,late_high_throttle,200,0,0,0.88,0.885,0.0050000000000000044,2.7117396918203225,2.6098934226194013,-0.10184626920092121,2.804615332084217,2.37167049882383,0.971717407394568,1.1108891040869935
late_high_throttle_004,late_high_throttle,200,0,0,0.855,0.905,0.050000000000000044,3.746640710410685,2.0815879158582895,-1.6650527945523956,5.619681604254862,5.17766905449442,0.8576906742287177,1.0027662911730388
late_high_throttle_005,late_high_throttle,32,1,0,0.03125,0.625,0.59375,9.925253713225427,10.33359534284469,0.40834162961926346,4.72764966868427,2.420632418915069,-0.060179942386219154,1.2744580599841009
late_high_throttle_006,late_high_throttle,25,1,0,0.16,0.08,-0.08,17.229185895656887,24.190566434171195,6.961380538514309,3.9615700002873693,2.871790139102425,-0.004559666715393873,0.8992719113374703
late_high_throttle_007,late_high_throttle,28,1,0,0.17857142857142858,0.21428571428571427,0.0357142857142857,7.698376620582819,19.368985584464916,11.670608963882097,4.0260243614835645,2.682066240756572,-0.13023425624931406,0.9730794251963677
late_high_throttle_008,late_high_throttle,34,1,0,0.20588235294117646,0.7058823529411765,0.5,10.38064818727536,7.6250249421301195,-2.755623245145241,5.043699058128142,1.7296660911038488,-0.1477678561606275,1.1124364663673525
late_high_throttle_009,late_high_throttle,200,0,0,0.91,0.95,0.039999999999999925,1.6998659474932822,1.089135289766046,-0.6107306577272362,3.8331171440780114,4.351449997515513,1.2296733880965474,1.136970993659762
late_high_throttle_010,late_high_throttle,37,1,0,0.1891891891891892,0.8108108108108109,0.6216216216216217,5.766669830393309,5.3718360184419875,-0.3948338119513215,5.4650655854728605,3.5993650547213534,-0.05469511771818214,1.2918827112339235
late_high_throttle_011,late_high_throttle,29,1,0,0.20689655172413793,0.27586206896551724,0.06896551724137931,9.612299099685792,16.72516750437738,7.112868404691589,4.044764483783946,2.7441447430552985,-0.11855271692819669,0.9511316621438768
late_high_throttle_012,late_high_throttle,200,0,0,0.825,0.88,0.05500000000000005,4.050624182021434,2.8480802348122523,-1.2025439472091821,4.259869023369067,0.8938349343199636,0.5476870192704367,1.0383851769951056
late_high_throttle_013,late_high_throttle,200,0,0,0.905,0.935,0.030000000000000027,2.123337691238132,1.6925110899012208,-0.4308266013369111,3.6851469820489613,2.6908671862524716,1.0471772861437385,1.1885071321308625
late_high_throttle_014,late_high_throttle,200,0,0,0.9,0.92,0.020000000000000018,2.4336953132488546,2.2550533912989885,-0.17864192194986606,5.1843423789030805,4.700486340593189,0.9891223573040737,1.3038847689356894
late_high_throttle_015,late_high_throttle,200,0,0,0.8,0.905,0.10499999999999998,4.990711835330833,2.3009393277004735,-2.6897725076303596,6.214520530389899,2.950833705501546,0.741245559671924,1.1452767614997623
late_high_throttle_016,late_high_throttle,200,0,0,0.83,0.74,-0.08999999999999997,4.168135796046714,5.849350645979662,1.6812148499329478,2.415816680006531,0.043799775699916665,0.5500390717684627,0.8103809093935974
late_high_throttle_017,late_high_throttle,200,0,0,0.85,0.895,0.04500000000000004,3.2826256301953025,2.516961773777996,-0.7656638564173064,4.7855874399420975,4.315893454305975,0.9120359773564619,1.1230954548077712
late_high_throttle_018,late_high_throttle,200,0,0,0.61,0.93,0.32000000000000006,8.922762498154098,1.559553036587611,-7.363209461566488,7.42776244598839,1.819267465576889,0.0008468189673913606,1.1591629090236018
late_high_throttle_019,late_high_throttle,200,0,0,0.895,0.925,0.030000000000000027,2.315817219390706,1.9328354025122894,-0.3829818168784167,5.1230482547668785,4.999120289903395,1.0845322014994234,1.2542733464109392
late_high_throttle_020,late_high_throttle,33,1,0,0.21212121212121213,0.5757575757575758,0.36363636363636365,6.797611600317295,9.33759729839658,2.539985698079284,4.876051909759471,2.6265530779824307,-0.0692172192043281,1.0889882920573997
late_high_throttle_021,late_high_throttle,200,0,0,0.85,0.855,0.0050000000000000044,3.573149653649403,3.729330479532434,0.15618082588303084,1.9847841610824348,3.547286030697144,0.9141062559172883,0.8831860838096046
late_high_throttle_022,late_high_throttle,200,0,0,0.865,0.895,0.030000000000000027,2.380771270339406,2.1942115087943255,-0.1865597615450807,4.49959645224998,4.435682653349916,1.1023405806551594,1.1210262195791287
late_high_throttle_023,late_high_throttle,31,1,0,0.16129032258064516,0.4838709677419355,0.32258064516129037,7.875949050085788,11.971525615683447,4.095576565597659,4.807156282089177,0.3618101845648729,-0.12019524829509898,1.0579321478587982
late_high_throttle_024,late_high_throttle,39,1,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,7.441563228650245,8.311801614975082,0.8702383863248366,5.726951909959295,4.216271725624893,-0.039138174164599526,1.096139441798445
late_high_throttle_025,late_high_throttle,33,1,0,0.21212121212121213,0.6363636363636364,0.4242424242424242,8.026873465552697,8.457890682979354,0.4310172174266569,4.9456070385507624,1.7517445880345441,-0.08985466964113653,1.1058793822222464
late_high_throttle_026,late_high_throttle,200,0,0,0.845,0.895,0.050000000000000044,3.926487670893545,2.432573678892309,-1.4939139920012359,6.740438407033066,2.068904787335169,0.785046553454529,1.145191093390872
late_high_throttle_027,late_high_throttle,41,1,0,0.3170731707317073,0.6097560975609756,0.2926829268292683,7.4918332547747735,9.65986477213117,2.168031517356397,5.915988192609701,4.622515109435213,-0.016353082678632447,1.0229782437379522
late_high_throttle_028,late_high_throttle,200,0,0,0.755,0.92,0.16500000000000004,5.883347400272242,2.0600074594752384,-3.8233399407970032,6.572308370402559,3.3994906266508944,0.7146360064629775,1.1223165479900699
late_high_throttle_029,late_high_throttle,200,0,0,0.82,0.895,0.07500000000000007,4.165379961162889,2.2805714071414025,-1.884808554021487,4.060023625219666,3.6096328638121062,0.29585271740444075,1.0564725771020065
